ReviewerName,ReviewTitle,Reviews,Rating
Scott,Worked perfectly with tvandeasy to use.,remote easy to use.,5
DIANE SCHNECKENBIRGER,great streaming device,easy to set up,5
Goldee,Internet support.,Kept freezing up until internet was upgraded,5
Merrill,"Faster, yes? But does that mean better?thaMax""","Most powerful Firestick to date with a faster processor & WiFi6 support. Candidly speaking, although a few strides have been made, the UI can still be quite cumbersome, Alexa's search function can be downright useless at times, & the sponsored ads/previews taking up most of the real estate on the homepage is a definite annoyance. That said, if you've already got a foot or two in the Amazon ecosystem, you may as well jump on in. Should you choose to use them, Alexa's integrations  do allow you to control smart home functions from the comfort of your couch/bed via your remote. Overall, the Max checks all of the boxes & then some, presuming you can get past the quirks/shortcomings above, & is a great buy.",4
Mark R. Wietstock,Great solution to integrating provider with ad ons,The system only took a few minutes to do the basic setup and link to each TV. Adding apps was easy and painless.,5
Judy i.,Lo fácil de instalacion,Es muy bueno e instalarlo muy facil,3
Monico J.,Great Purchase,Firesticks are one of the most greatest purchases that I have gotten. It's very easy to setup and the quality is real good.,5
502 Hawkeye,It’s perfect!,I got this fire stick because I wanted to watch tv in my bedroom but I don’t have cable to get HBO and I am a big fan of GAME OF THRONES and HOUSE IF DRAGONS. Fire stick is way cheaper than cable and offers plenty of choices.,5
Robert T,Great device,Very happy and satisfied with this project,4
Rob,It works good 😊,It works Great!,5
ddubya,Easy hookup and works well,Works well easier than my old fire stick I would recommend it,5
drumvp,Works well,Works great. Way better than roku!,5
Gerald Luke,Works Great Very Fast!!,Works Great and it is Very Fast.,5
Juan Fernando Salazar,Easy to setup.,Dislike not being able to stream  my cable. Other wise  very pleased with it . Waiting  on  my new router.,5
Carlos Manuel Collado Vargas,Exceptional service,Came exactly like stated. Box was not damaged and product was perfect. I have use cromecast and Roku before and over time has to replace devices. But this is my 2nd fire stick to replace the Roku on my 2nd tv. First one I’ve had for years and is still going strong. Amazon fire has the best quality above the other services. Connection is a whole lot stronger and more realiable then Roku depending on what kind of Wi-Fi you use as some types of Wi-Fi devices Roku has trouble connecting to. Fire stick Has no issues at all,5
Merrill,Extremely simple to install and setup.,I truly appreciate the simplicity of this device and all of the features available with it.,5
Mark R. Wietstock,So happy with fire stick 4k,"I started my streaming experience with a smart tv, what a huge disappointment. I was almost ready to give up but decided to try the fire stick 4k. I am so pleased with the performance, I have nothing negative to say.",4
Sweetycakes,"Not the best experience for me, but i wanted the upgrade.","I upgraded to this from the 2nd Gen firestick. It works fine and im happy with it, especially the shortcut buttons on the remote to apps like Netflix, prime video, hulu ect. I was able to remap them to my liking. I am very disappointed with the feel and quality of the new remote compared to the 2nd gen one. It feels like cheap plastic and some of the buttons don't feel as durable. I noticed a common complaint that these firesticks are not 8GB as advertised, but about 5GB instead. Overall, i'm happy with it's performance, although from time to time I do experience ""bugs"" where ill hit the volume down button once and it'll go down twice (not a setting issue). When I press the Netflix button, it goes to the app, but switches my TV to the other HDMI channel which is annoying but I bypassed this issue by plugging the firestick into that channel.The unit was shipped in a bubble mailer so maybe thats the cause for my issues, but nothing inside the box looked damaged, and was packed nicely. I had amazon put my account on it ahead of time so it didnt take long to set up. Also, on my 2nd gen firestick, it used to be that when id have my bluetooth headphones connected, I could toggle the volume on them with the remote. On this 3rd gen unit, It doesn't allow me to adjust the volume at all, aside from the tv volume which is inconvenient and annoying.I've been using this unit for about 2 months and it still works fine, batteries are still good. Will update further should anything new develop with this unit.",4
Amazon Customer,Easy to install great product,Download in movies,5
Alberto,Great Device That is Easy to Use,I bought 3. I did a trial run with not using my DirecTV. I am cutting the cord.The End.,3
Tommy Martin,Better than having cable TV.,"Awesome, easy to work. You can't go wrong, set oi up with your preferred apps & you wont need cable tv ever again. I love it.",5
deisal,Worth it,Good picture quality and it's quick.,5
Vernon G.,Working great!,I like everything about it,4
Roberto Rivera,Working fine,Great value,5
T. Paris,It works and it's simple,It works and it's simple,5
Sparky,Beat Value,I don’t get 1 I get 3 for all FamilyAll in one just User name and password and it’s ready to use,5
Richard G Rankin,Easy to use,Would recommend,4
Merrill,Great product,Love it!!,5
Mark R. Wietstock,Excellent product,Quality product,5
Don J. Costales,Fire stick,"Is today's day and age who can live without a fire stick, thank you again Amazon for a great price on a great product. Sincerely JP",5
Freddy Ernesto Montero Custodio,My Tech man told me ido t need it e abuse one is I stalled only SMART TV IM SURE ITS A GOOD PRODUCT,I did,4
James R. Guy,Holds stream well picture well came as described,"Compact,easy install",5
john l hinkle,Great,Works great I love it,3
Jeff cassity,We love our fire stick,We love our fire stick! It is so nice to have all our streaming services set up in one place.,5
Michael Doerr,works easy,work great,5
Anna,Stream quality is excellant,All good,5
Internetriderg,La calidad de la imagen,MeFascino,5
Diego,Overall its okay,"Overall its okay, I bought 5 and they work fine",5
Pat C,I love my Amazon Fire Stick!,My TV is not a smart TV and with the Fire Stick I can stream so much more than I could before! Very happy with it!,5
Merrill,"We can conext faster, before we had to use two controls but now it’s easier to navigate.",Like everything.,5
Mark R. Wietstock,love it,Work perfect,5
Teresa,Easy install,Easy install and great picture,5
A. Hansen,It's good,Would like better function selections,5
Brittney Pickering,Work,Works Great,4
Marian Richardson,Not user friendly,Don't like this but may get used to it.,5
Ramon Hernandez,It works great - simple!,It works great - simple to use and we don't need the TV remote.  This device does it all.,3
MBM,Nice,"Easy set up,, but not enough memory on it",5
John C.,Works well most of the time. Occasional sync issues.,Works well most of the time. Occasional sync issues.,5
Exguitarplayer,Su calidad de transmisión,Su rápido reconocimiento de voz,5
Boston Fan,Love the firestick,Love,5
McKayla,Easy and great value,The new Stick was easy and quick to install and begin using. All apps transferred and off we go!,4
Merrill,Perfection,Accuracy,5
Mark R. Wietstock,Works great!,Works great! Sometimes has a problem with hulu but love how simple and easy it is especially alexa,5
Oscar,Greatly improved streaming quality.,Streaming is much faster. I don't get the buffering any more. I love that I can watch TV again.,5
dan g.,Easy to install,Transitioning from the old fire stick to this new one was easy and amazon basically does all the work,5
John D Page,Firestick is great,"I have a smart TV but it wasn't smart enough, so I got the firestick. Now it's a genius.",4
Russell W. Hayhurst,I have not yet used the above three items.,I like the fact that this one has a volume button. I use my fire stick to watch TV.,4
Dennis Baxter,Worth it,Worth every penny !,5
Carol Craig,Okay,Okay,3
Stefster,Good product,It does what I need it to do,5
beach bum,Fire stick 4 k review,"Better picture quality, faster streaming than previous or so it appears. Easier navigation and just overall smoother operation",5
Bernice Barnett,The picture quality is awesome.,Picture quality is great.,4
Ken Becker,None,None,4
Merrill,Works great,It is easy to program and works great could use more storage space for storing other apps on it. Also would be nice if it was so full of pre programmed apps that Amazon has put on them,5
Mark R. Wietstock,Recomendado,Excelente. Nos gustó mucho,5
Travis Allen,Some broadcasts are interrupted by overload of the delivery systems.,Streaming movies and some specially offered programs.,5
Coldwater Guy,Me gusta el uso de alexa,Es muy rapida,5
JHAIR U. FOSSATTI E. PTY 41798,Love Love Love,So easy to set up and use.,5
Diniel,Customer service,Old fire stick went bad customer service said they would give a $50 credit towards the new fire stick and they didn’t,5
Jeannette Garcia,Easy to install,It was fairly easy to install.  I have not tried the voice reconition or alexa integration.,4
CINDY,Great streaming device,"Great if you want to use multiple functions that other streaming devices don't allow, small and compact, fits everywhere, and very disguised",5
JC,it works great,it works great,3
Alondra,Tan bueno como siempre,"El mejor dispositivo de streaming en el mercado, portátil, practico, seguro, y a un precio increíble.",5
Amy Alexeyko,It is great,Stream really good,5
Robert Barbieri,Great streaming service,"Great quality!! Great price! Streaming is effortless with this and you only need this remote, no other.",5
Merrill,Fire Fire Fire,One of the best Smart USB Adapters it has a Amazon web browser that works very good. I like it it,5
Mark R. Wietstock,As best as it could get.,Very good for the size and the function it is needed for. Smooth as expected and the setting was smooth as well.,5
sundoode,Easy,It’s super easy to get started I have 4 fire sticks and I love them,5
Todd P.,Love. Bought several,Love everything about the Fire sticks. I've bought for all my TV's and even for gifts to some family members.,5
Domingo,Quality of picture,"Picture quality doesn’t seem real sharp, just not my tv  Daughter says the same thing?",5
Austin,Good product,"I'm new to Firestick and a long-time Roku user. The Firestick was easy to hook up but I did have a problem getting it to pair with the remote, but it finally did. I'm impressed with the quality of the Firestick the colors are nice and bright. The remote is super responsive and there are a ton of options and apps. It did take a bit for me to find out where all the apps are located as the interface is much different from Roku's. The Firestick was easy to add to my amazon account. Overall I'm happy and impressed with the Firestick.",5
Shirley Roosevelt,it's worth it!,"Very easy to setup and program. There is a guided setup menu. I was particularly impressed with how quickly the device synched with the av equipment for 1 button control of everything.Setup is intuitive.The voice recognition works well most of the time...I'll give it a 9 out of 10. There are numerous apps available for download.The streaming quality is fast and clear. No buffering.The remote is pretty simple if you compare the remote to a tv streamThe video library is a respectable size. this is an amazon product, so the default is to amazon Streaming content is available for the major networks.The device downloads and updates quickly.",5
smitty653,Easy to set up easy to use!,This is my third Fire Stick and the best one yet! It’s easy to set up and even easier to use.,4
Willie S.,Lo instalaron perfectamente y veo mi tv con buena calidad,,5
Ed kurpiewski,Best thing I got for tv,"The fire stick is the best thing I got for watching apps,I do not have a updated 4g tv so this is great. You need WiFi to run it but it's totally worth it",3
pepper,I absolutely love this,"I have this hooked up in my room, I can listen to music, watch movies, do yoga vids and meditation from YouTube, it’s the greatest, everything I need for my flat screen that is not a smart tv",4
CV B.,No sleep timer and can’t sink televisions together.,Can’t use sleep timer and don’t understand how to sink televisions together (video and audio). But otherwise there great!,5
Merrill,Make your old TV smart!!,I added this device to an older Samsung TV that was too old to get newer apps and it was like I had a new TV.  I added a second one to a non-smart TV and now it has all the latest apps too!  Streaming is very good and I also like the TV control feature.  I have a surround sound system and it let me set it up for the volume control and also powers my TV and audio system up and down!  I have yet to find a streaming app that I cannot download to these devices. What a bargain for under $40.,5
Mark R. Wietstock,Great,No issues.,5
Chef Julian,Great streaming device - EASY to install,"Awesome streaming device, super quick & easy to install.  Provides great clear picture on a little 32"" bedroom tv.  Great for ""cutting the cord"" with cable, now streaming YouTubeTV in high-def, as well as Neflix and DisneyPlus.",5
viking,Getting the channels I want to watch at a reasonable cost.,It's great.,5
Patricia Jones,Great,Works exactly as expected. I really like that it has Roku along with a lot of other free TV to watch.,5
Chipper,La fluidez con la que se puede usar,Muy buena,5
Michael Babb,The TV button,The TV button on the remote gives me all kinds of stuff I am not interested in and I cannot make adjustments to get the channels that matter to me.,5
bingo,Convenient But has some issues,"I love the convenience of having a remote rather than an app on my phone for chromecast, however there are several issues that I didn't have with chromecast. Volume. Sometimes I have to turn the volume wayyyy up and it's still difficult to hear. Connection issues. There are times it takes a long time to connect, despite using the extender. And the most frequent and most annoying issue is lip-sync error. Daily. I've tried shutting it off and try to watch again - it still is off. Extremely frustrating and annoying.",5
Lori,Just what i expected,"Love the fire stick, especially,  Alexa and the voice command, it was a good price for it.",4
Jessie,Todo bien pero...,"El control funcionaba perfectamente, hasta que pasaron 3 meses de uso, comenzó a descargar las baterías muy rápido, un par me duraban solo un día, tuve que comprar otro control",5
brandon brown,Like this item,Easy to use. Takes a little time to learn where things are but gets easy.,3
H. Lingemann,How long will it last?,"The fire TV I purchased replaced one that didn't make it for 2 years before failing.  This one seems to work fine but only time will tell if it will continue.  As a precaution, I am unplugging it from the power source when not in use as having it constantly ""on"" may have shortened the life of the last one.  Hopefully this one will last more than 22 months.",5
Merrill,way much better than ROKU,"we had Roku way before streaming got popular. We actually have two ROKUs one for the DEN and one for the Living Room. Last week the ROKU in the den just quit working - it will not connect to our WIFI for some reason. I can only connect one at a time  - for the longest time we were using both Rokus simultaneously or alternately and just last week all of a sudden i can only connect one at a time - very frustrating. so i decided to give this amazon fire stick a try - it was on sale 40% off so why not. Got the stick yesterday and installed it tonight and WHOA ! it was quick and painless - and the quality of streaming, picture resolution is ""leaps-and-bounds"" way ahead of Roku. crystal clear sharp ! Thank you AMAZON !!!!  one happy customer here ;-)",4
Mark R. Wietstock,The remote only lasts 4 to 6 months!!,"I LOVE the Firestick!  But the remote is a spawn from hades.  I have had a Firestick for the last 5 years.  I have consistently purchased a new one every year, sometimes through Amazon and sometimes from Best Buy, because the remote dies and its more cost effective to just get a new device.  This LAST remote though!!  I purchased around September.  The remote died within a MONTH!  I have to put the batteries in the remote, turn on the tv and select a program, then take the batteries back out of the remote.  Want to change the volume?  Put batteries back in, change volume, take batteries out. Finished watching tv? Put batteries in, turn off tv, take batteries out.  The next day put batteries in and.... nothing.  Need new batteries!  seriously!! I am NOT happy!!",5
Ronald Radewitz,Muy buen dispositivo,Ver tv,5
jsmck,FIRE STICK,"The second fire stick I purchased. I spent hours trying to connect. remote would not link to fire stick, but I feel the product was just not working properly so I ordered just the remote it connected to my fire stick, but the volume control button would not work.  I have a fire stick and it was easy to link together ,but the remote stopped working. I will make a purchase  in the future, hopefully the one I order will link together 👍👍 well I purchased my third fire stick, and I am loving it! I attached the fire stick to the back of my television and it connected straight away as did the remote control with no problems. 3rd time is the charm. I recommend this product. Go spoil yourself and purchase one, you deserve it!! 👍🙂",5
Richard,Functional,"So this is the larger version of an echo dot, of which I've owned 3 dots. I can't say the echo isn't any better than an echo dot. Both have good sound quality most of the time, Bluetooth connectivity, easy to use, etc. however for the echoes size it doesn't sound better, just equivalent, you may notice it can sound a little more robust at times.",3
Lisa Love,Awesome!!!,This is a great product! My tv place better than it did before I got it!! I love it!!!,5
Glen Tanner,Faster response times,You will have to reset all your passwords for all your apps. :(,5
Georgene C. Smith,Works perfect as OS for problematic LG tvs,"I’ve had an LG tv for years. As of late numerous problems with apps crashing and consistent (several times a day disconnect and forgetting Wi-Fi password). Got the 4k fire stick, arrived within 5 hours of ordering for a great price. Setup in minutes and instantly setup controls for the tv remote which work perfectly. Device responds quickly to controller inputs and the voice search works flawlessly. Very impressed and happy with my purchase. Thanks Amazon.",5
T,We love it!,I don't know about the voice/Alexa functions because we just don't have Alexa.,5
clay williams,Better than my first generation FireStick,Easy to set up.Better picture quality than my old first gen FireStick.,4
Leonard S.,It works great I love it,"The stream quality is great, the voice is great I like the product",5
Little light shine,Easy to set up and use,Love the voice recognition feature and the number of apps that this will access.,3
Merrill,Great thing,I recommend it,5
Mark R. Wietstock,Works great even if I'm tech challenged.,"My niece set this up for me, walked me through it, and it's great.",5
Tania,ZERO buffering since upgrading to the 4K stick,"I owned the regular fire stick for years and would constantly encounter buffering/crashing/freezing issues (most notably while using Hulu). It would constantly lose connectivity despite the TV being less than 6 feet away from my router and none of my other devices using Wi-Fi were being affected or otherwise losing their signals. It would also get VERY hot after just an hour or two. Same issues would occur on a different fire stick at my parents’ house with a similar proximity to the router. No amount of problem solving, cache/data clearing, or uninstalling & reinstalling was helping, so I figured I’d order the 4K stick when it was on sale to see if a next-gen device would still have the same problems even though I don’t have a 4K tv (but I do like the Amazon interface and Home Screen layout). After two months of usage, I haven’t had a single instance of buffering on any app and not once has it lost connectivity (although it still says my signal strength is just “good” even though the router is literally right beside it). Will update if this changes, but so far, so good.",5
Subee,Funcional,I like it!!,5
Jena Ash,Stream Away,Good gift for a college students. East to set up and very portable.,4
Sheldon Weatherford,Fire Stick saved my life!,I decided I needed to acquire Brit Box to survive the winter.,5
Forrest Rogers Jr,Fire Stick,I absolutely love my Fire TV Stick 4k. The streaming is clear and very easy to use! I have zero interruptions of service which is awesome! All my apps load in seconds! Very reasonably priced as well!!!!!!,5
Thomas Westerman,Seniors really may need help hooking up and use of remote.,Movies,5
Miguel E. Silva,As good as described,Everything was as good as item description.Good buy for the cost,5
Benjamin T.,"Works well, easy to set up","Works well, easy to set up. No issues. Can stream with ease.",5
Barbara Gargano,"I am 69, older adult .Easy install",streaming,4
Deanna T. Rocha,Better version but,"I like the size and feel, although if the shape and buttons could be more distinguishable for use in low light/dark it would be even better.",5
Merrill,Everything is fine!,Product used for a bedroom TV in order to have certain items not included with regular TV!,3
Mark R. Wietstock,Fácil de usar,Buen percio,5
Melvin L Foreman,I love you tube with short videos about everything,I had a few channels and lost interest. I stopped paying for tv and watched internet videos and free tv in my Ipad.Now I watch on big screen tv. Much better.  If you want more you can pay and have more from new videos and shows.I keep myself busy with free stuff. Lots of movies free with ads.,4
Christine M B,Great purchase excellent picture quality.,Love my fire stick. It’s fast and has a great picture even on my old tv,4
Rhonda,Firestick  2nd  one I buy,"I expect it works as well as the first one I bought,  thank you , as soon as I hook it up I'll let you know how well it works,  thank you ,Very pleased customer 😀",5
Kim R Beckner,Love Fire Sticks!,This is Fire Stick number 4 for us. We love the ease of setup and use. It gives us the chance to download any app we need for streaming. Can’t beat the Fire Stick!,4
Mr. T,Amazing lil' device!,"After 12+ years, we decided to get the new Firestick and it is worth it! These are amazing and make sense for even those of us who are not tech savvy! Our old one was ""fine"", but we were having some issues- no question whether we were going to purchase the upgrade at the reasonable cost even after all these years!!",5
Mary,Great price great for streaming movies,Great device great price great for streaming easy to setup,5
hasme rafsan,good,good,5
Terry bowles,Its like a magic wand!,"Its fits in your hand, very light  and very responsive. The buttons are light and easy to press..  I like it that I could have Alexa do the searchea for me!",5
Mark Cautin,Great service.,I need to learn more on the items offered.,4
Mary E. Regan,Great product,Makes your TV a true smart home. I would recommend it.,4
Merrill,Easy to use.,Only need one remote for on or off for tv.,5
Mark R. Wietstock,I wish firestick had more hard drive space (memory),I don't like the small hard drive space. All of amazon apps updates is taking up a lot of space on the firestick,3
Edward M Brogan,Just replacing an old one,We use it so much we bought a new one,5
Keith D. Douglas,Much better than the basic fire stick.,"This is way better than the early generation unit I had. Much faster and no sync problems, as of yet.I only stream, so I am not familiar with any other bells and whistles.",5
Carl Dyess,Alexa may or may not work well on any given day,Most of the time we don’t use Alexa - things slower when she “finds” stuff or when we go back and forth from live tv to firestick- less hassle to do it ourselves,4
Skip Alexander,Nice Upgrade,Canceled the satellite and upgraded to this Firestick. Works great.,5
Fabian Salmon,Upgraded to most current firestick. Work much faster!,The upgrades made to the new firestick is great!,5
BTC,Works great!,I had an older version of this and decided to upgrade. Glad I did!,5
KR,Great price for entertainment at home.,I like that you can select a variety of channels,5
Andres,Reliable as always,"Works well, better streaming speed and movement between functions.",5
Philip W.,Great,Just what I wanted and easy to set up,5
Matt & Lori,love it,Love it first time having one. Easy to use,5
Merrill,Works great,Bought this for my daughter's room.  Works great.,4
Mark R. Wietstock,"Was 4 stars but now it’s 3, stupid remote…","Everything about the firestick works perfectly fine. I’ve owned one before, so it nothing out of the ordinary, but the fact that the batteries didn’t last 3 months, doesn’t make sense, to me. How you selling a “new product” to someone and the batteries 🪫  are about to die? I mean, who puts old batteries in something, you’re selling? The answer is “a crook”. Someone that is trying to get over, when you could’ve just ♻️ the batteries, player, 🤦🏽‍♀️.Update: it wasn’t the batteries, it was the remote. So instead of 4 stars, you get 3, now. Nico, with Amazon customer service, had me kill more batteries, to give him the serial number. Then he caught an attitude when I called him on it. Batteries ain’t cheap, but he didn’t want to reimburse me on the now 6, batteries that this remote is killing, that before almost made it to 3 months, but now dies within a matter of a couple of hours. Either way, the crap is defective and Nico had no choice but to send out a replacement. Just wondering why he needed the serial number, if he was just gonna send… never mind, hopefully this remote isn’t refurbished, like apparently this one was. I just read some more reviews, and determined that the fix for the remote issues, is to go back to the old remotes, they worked. The reason why I don’t have my old one, is because I didn’t use it, so I sold it to a friend. But I need one now cause my LG tv won’t download DIRECTV Stream. But I wish I still had the old one, cause I never had any issues like I, and apparently everybody this year, is.",5
Pauletta,I am very please with the product.,Good quality.  Use on family room TV.,3
Jon Walls,Faster,Far better than my 2nd gen fire stick,5
steven Hutzenlaub,Great device,We really enjoy how easy the Fire sticks works.,5
Amazon Customer,El control descarga las baterias muy rapido,El control descarga las baterias muy rapido. Probe con baterias nuevas muchas veces y siempre me pasa lo mismo,5
Patrick Long,It worked...all that matters,"I like that it works,  and I don't have that little circle.  I watch the football stuff and currently the Lord of the Rings. Checking out other stuff",5
Jenry Rodríguez Hernández,Way good streaming device for the price,"Amazing! Love it, works great and quality is amazing! We have 3 of them and love everything about it. East setup, easy to use. Turns on the tv without issues!",5
Stephanie Stanton,Excellent,Cable just keep reapting its beter than cable,5
Justin hixon,Works fine,"All the functions are fine,  with any device it might have som mishaps, but overall it works fine.",5
Dave in Texarkana,Replacement,My initial remote stopped working less than a week after I received it.  The seller was very responsive and replaced the item quickly.  I haven’t had a problem with the new remote.,5
Fredy,Love it,"Easy to use, convenient, a very nice device.",5
Merrill,Worth the money!,Upgraded my 4K FireStick I had since 2016. Never had any issues but just wanted to update it for the volume future on the remote. So glad I did I absolutely love it! Thanks again!,5
Mark R. Wietstock,I was so excited,"My previous fire stick would play jeopardy on its on. Meaning I’d click the button on my app once and it would scroll mindlessly. My tv and stick were both handed down to me. Stick had a remote, but even with battery changes it just stopped working. Didn’t make sense to purchase a new remote, especially with the jeopardy scroll.Looking for the best deal, this was like $8 more than the lower version. Actually picked it up at target, same day hack with no min order for the win.Here’s the thing. I though I read everything good enough, but the buttons on the remote confused me. Yea I know I get it. Clearly + & - mean what they mean. But I was SOOOOOOO HAPPY, when I put 2&2 together and realized I now have a tv remote as well!First off. One remote will always be my preference. But to think “nawwww that’s not what it is” and it to actually be it. Man I was thrilled.Now my son can completely do everything on his own again. He’s 8, but with no remotes I had to use my phone to constantly change or click continue watching. He could handle going up to the tv and turning it up. Even better, now I don’t have to jump up in the middle of the night to turn the tv down because I forgot. Or stand and wait at the tv to see if the level is too loud, go back to the bed and check to see the level.Single mom, we share a room. This has been a very pleasant game changer!Everything works great! That I’ve used lol I’m now “becoming my parents” with technology so I’m still figuring out what the new features are.",4
Tomeka Wells,"NOT RETURNING FIRESTICK AND MAKE SURE PRICE IS $21.79 AND NOT $31.00, I WAS GIVEN $10 CREDIT","I AM KEEPING THE FIRESTICK, I ONLY PAID $21.79 AND NOT $31.00, I WAS GIVEN $10 CREDIT TOWARDS MY FIRESTICK. SO DON;T BE ADDING THAT ON, I STILL HAVE $10 CREDIT. THANK YOU",5
RAS Machine,Awesome streaming device,"Love these I have 3, I used to pay over $200 for cable and internet with the fire sticks I now pay $130 and have 3 tvs and faster internet.",3
Amazon Customer,Excelente producto.,"Buen rendimiento, recomocimiento en español bastante bueno.",5
Natalie Chatman,Fire TV,I LIKE THE FIRE TV STICK,5
L. Marshall,"Better than Disney TV, Chromecast and others","I have tried various video streaming devices. Amazon Fire TV Stick 4K is the easiest to use and works 100% all the time with excellent resolution up to 4K, at the maximum resolution that each application allows to stream videos, music and more.I can also install game applications, weather, work, etc.",4
Minkie,Ok product,Its ok,5
Gloria Spence,Great device but remote needs new design,"I have owned 4 or 5 of these over the generations, that have all been great but every remote suffers the same design flaw.  The battery case ALWAYs becomes loose within just a few months, so the cover comes off just by picking it up.  Come on Amazon, how has this design persisted so long?",5
GKR,Un excelente  artículo y todo  bien,Muy fácil  y muy práctico para conectar  a untv.,5
Dan Gilbert,I love the Fire Stick,Amazing product. Definitely refer to everyone.,5
Hope Zornes,I like it. Very easy to manage,I’m using it to stream movies,5
Merrill,Love it!!,"Everything works great, steaming quality is great, ( just make sure wifi router is close enough) picture quality is awesome, All kinds off apps and NO CABLE BILL!!",4
Mark R. Wietstock,No viene HBO Max porque?????🤔🤔🤔🤔,"                    The media could not be loaded.                 Le pongo 3 estrellas por que no incluye HBO MAX en la ultima actualizacion y es x ese motivo  fue que la compre... funciona bien con las otras aplicaciones pero HBO MAX no viene, tendria q poner una vercion antigua para poder poner",4
Anne,Much faster than my old fire stick,Newer model has more features and is faster than previous models,4
jason,For an upgrade.. it's worth it.,Not really much to say other than it's a solid device. I am though a bit concerned on the storage space side of things but other than that the Wi-Fi would always need improving like most things but nothing a little clearing the cache and giving it some rest from time to time won't help. Because it's very helpful actually xD.,5
Luis Carrion,Love it,I had a Google chromecast previously but I am in love with this one it is so much more intuitive and it works very fast and it really recognizes my voice Easily I really like that it will also tell you other apps and you can have all your streaming platforms in one space,3
steven dunston,Excelente,Se ajusta 100% a lo ofertado,5
Renarda Salmon,Firestick,It was easy to hook up but the quality of the viewing of the Thursday Night NFL football game was poor.  Very disappointed,5
Amazon Customer,Really like this remote,"This works great and the remote is great. Turn the TV on and off, the volume up and down and all. I'm very happy with my purchase!",5
Cody Cruea,One of the best purchases I’ve made all year,Excellent quality and ease of use,4
Isidro Gonzalez,Another Stick - Another Gift,I bought this for a friend's new place as a gift.,5
June kindle,Great product,For streaming at my camper,5
Jennysdreaming ,"Quality is exceptional, you can’t go wrong.","Excellent choice, easy to install and navigate. Quality is exceptional.  Get yours today without hesitation.",5
Merrill,Simple,Easy to setup and use.,5
Mark R. Wietstock,It’s an amazing product don’t walk run!!,I rebought fire stick because I’ve had one since 2016. I absolutely love it especially the tv control feature. I love the new interface as well. It took me a while to get use to but this product is otherwise such a wonderful product thank you Amazon!!!!,5
Von Hincher,Love it,It was easy to set up and to add my Netflix and Disney +So I’m happy!I’m sure over time I will get familiar with the flow and access,5
Jim Morris,Great,Works great I like it,4
Patricia S. Humphrey,Wife wants choice in streaming,This gives you a wider world for streaming especially if you have an older TV. Easy to install and we get all sorts of shows.,5
aek,Unable to get help. May be defective,We’ve had this remote for a few month and it slowly began cutting out and freezing. I have reused the older one and works fine. I have tried it on several tvs and it does the same thing. We have tried to get in touch with support and we’re unable to reach anyone ( time of year perhaps)  the stick now cuts off a dozen times a day. I have liked the other models but since we have been unable to resolve the problem is why it is only getting 3 stars,3
ProB,4K fire stick,"What can I say that Amazon hasn’t already said? It’s a 4K fire stick it works flawlessly, the streaming quality is perfect, and it was cheap.",5
Wes Younger,Easy to set up and works great. My wife loves it too.,Nothing to dislike. Turned a dumb tv into a smart tv. Improved picture quality and added a ton of channels. No negatives so far.,5
LJM,Saved From Need to Buy Smart TV,"Easy to install, good price",5
Scott kaczor,"Excelente artículo, recomendable al 100%","Excelente artículo, recomendable al 100%",5
Imasiberian,Great update for an old TV,"We have a large TV that is around 5-6 years old. It is ""Smart"" but didn't have the ability to add apps and the streaming was often a bit iffy. When we moved to a new house where the only services were streamed it became virtually unuseable. We thought we would give it one last shot of new life by buying this Fire Stick and it is amazing. Now we have Hulu, Amazon Prime and Netflix streaming perfectly and have added Disney+ which comes with Hulu but we couldn't add before and we have also added Discovery plus. This stick is definitely worth the money so if you want to ditch cable or just revive an older TV this is the way to go. We love it and it also switches our Samsung TV on and off so we now just need one little remote. A definite winner all round.",5
C. Humes,very simple steps!!!!!!,The best remote I ever had to use!!!!!!!,5
Merrill,Trabaja súper bien el fire stick,Se ve súper bien en alta definición lo recomiendo,3
Mark R. Wietstock,Works good lol,"I hate doing reviews lol it takes time.Anyway, I like the fact that the remote has an on off function so I don’t have to use a separate remote.",5
Lyon,easy,very nice and easy,4
Jalmonte02,Works for me,Everything works out great,4
Jeanette Sumners,Lo mejor.,Buena calidad de transmisión.,4
Gofish,Every order was a quality product.,All of the products were of good quality.,5
Mishaella,Legit,Good quality. Works great!,3
Frank,Access to Smart Tv,I like how quickly the fire stick connected me to so many apps. Wish it didn’t have to stay plugged into the wall.,5
Wheeler,It’s great,As. Same as described,5
Pat Tullo,Great product completely makes cable irrelavant,I love thus product I can watch what I want to watch when I want to and it completely eliminated my need for cable which is now 1 less thing I have to pay every month.,5
Amazon Customer,This device works!,I like it!,5
Robin,El equipo funciona al millon,"El fire tv es unico, tengo un tv de 22 pulgadas que esta absoleto es de los viejos, lo tenia archivado, compre el fire tv y el tv ha resucitado y lo tengo ahora en la sala. Viendo la programacion de Prime video. Excelente.",5
Merrill,Good Purchase,Good Purchase Happy,5
Mark R. Wietstock,better instructions,i like it,5
Cherokee P,fire tv stick,Easy to use.,5
